name,restaurant_type,rate,votes,avg_receipt,online_order,table_booking,cuisines_type,area
The Red Lantern,Casual Dining,3.7,82.0,800.0,1,0,"Chinese, Momos",Kammanahalli
The Red Tandoor,Quick Bites,3.2,6.0,400.0,1,0,"Chinese, North Indian",Marathahalli
The Rendezvous,Casual Dining,3.7,483.0,800.0,1,0,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian","Byresandra,Tavarekere,Madiwala"
The Rennan's Cafe,,2.9,48.0,250.0,1,0,"Chinese, Fast Food, Momos",Frazer Town
The Reservoire,"Bar, Casual Dining",4.5,2540.0,1300.0,0,1,"Continental, North Indian, Chinese, American, Pizza, Finger Food","Byresandra,Tavarekere,Madiwala"
The Restaurant,Casual Dining,3.7,23.0,1200.0,0,0,"Continental, Chinese, North Indian",Brookefield
The Restaurant - Coorg,Casual Dining,4.3,504.0,1100.0,0,1,South Indian,Indiranagar
The Retro,Quick Bites,3.2,47.0,300.0,1,0,"Chinese, Burger","Byresandra,Tavarekere,Madiwala"
The Rice Bowl,"Casual Dining, Bar",4.3,500.0,1300.0,1,1,"Chinese, Momos",Brigade Road
The Rich Crust,Cafe,3.8,43.0,600.0,1,0,"Cafe, European, Continental",New BEL Road
THE RIG,"Microbrewery, Casual Dining",4.3,1585.0,1500.0,0,1,"Continental, Finger Food, Pizza",Bellandur
The Ritz-Carlton Bar - The Ritz-Carlton,Lounge,4.0,93.0,2000.0,0,0,Finger Food,Brigade Road
The Roastery,Cafe,4.3,167.0,500.0,0,0,Cafe,Kalyan Nagar
The Rogue Elephant,Casual Dining,4.3,1037.0,1000.0,0,1,"Desserts, Asian, Beverages",Basavanagudi
The Rolling Pin,"Bakery, Dessert Parlor",4.0,74.0,400.0,0,0,"Bakery, Desserts",Indiranagar
The RoofTop,Casual Dining,3.3,4.0,1000.0,0,0,"North Indian, Asian, Mediterranean",Brigade Road
The Royal Corner - Pai Viceroy,Casual Dining,4.2,815.0,900.0,1,1,"North Indian, Chinese",Banashankari
The Salad Studio,Cafe,4.0,107.0,400.0,1,0,"Cafe, Healthy Food, Salad",Bellandur
The Salt Grill - Hilton Bangalore Embassy Golflinks,Fine Dining,4.1,94.0,3000.0,0,1,"European, Mediterranean, Salad",Koramangala 4th Block
The Sanctuary,Cafe,3.9,61.0,450.0,0,0,"Cafe, Fast Food",Frazer Town
The Sandesh Factory,Sweet Shop,3.2,4.0,150.0,0,0,"Mithai, Desserts",Bannerghatta Road
The Sandwich Club,Quick Bites,3.9,88.0,250.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala"
The Second Wife,Casual Dining,3.7,68.0,800.0,1,0,"South Indian, Andhra, Biryani",Kalyan Nagar
The Shake Factory Originals,"Beverage Shop, Quick Bites",3.3,8.0,200.0,0,0,"Beverages, Fast Food",Bannerghatta Road
The Shawarma Inc,Quick Bites,3.3,94.0,200.0,1,0,"Arabian, Fast Food","Byresandra,Tavarekere,Madiwala"
The Sip Shop,Quick Bites,2.8,40.0,200.0,1,0,"Pizza, Beverages, Ice Cream",Banashankari
The Sky Lounge - Tamarind Hospitality,Bar,3.7,40.0,1200.0,0,0,"North Indian, South Indian, Chinese, Continental",Kalyan Nagar
The Smoke Co.,Casual Dining,4.3,516.0,2500.0,1,1,"American, European","Byresandra,Tavarekere,Madiwala"
The Sofraah Kebabs & Kurries - Eden Park Restaurants,Casual Dining,3.8,176.0,1350.0,0,1,"North Indian, Afghan",Jayanagar
The Souk,Cafe,3.7,66.0,800.0,1,0,"Cafe, Mediterranean, Italian, Pizza, Continental",Brigade Road
The South,Quick Bites,3.7,21.0,200.0,0,0,South Indian,Whitefield
The Spice Bazaar,"Casual Dining, Bar",4.2,332.0,1000.0,0,1,"North Indian, Mughlai",Brigade Road
The Spice Box,Casual Dining,3.6,30.0,800.0,0,0,"North Indian, South Indian",Indiranagar
The Spice Factory,Casual Dining,3.1,29.0,550.0,1,0,"North Indian, Mughlai, Chinese",HSR
The Spice Pavillion,Casual Dining,3.7,125.0,600.0,1,0,North Indian,Brookefield
The Spice Saga,Casual Dining,3.7,124.0,750.0,1,0,"Biryani, North Indian, Chinese, Seafood",Banashankari
The Spicy Kitchen,Quick Bites,3.1,17.0,300.0,1,0,"Arabian, Rolls",Old Airport Road
The Square - Novotel,Fine Dining,4.3,760.0,2500.0,0,1,"Continental, North Indian, Japanese, Italian",Bellandur
The Square Table,Casual Dining,4.2,560.0,1000.0,1,1,"North Indian, Maharashtrian, South Indian",Brookefield
The Story Wall Bistro,Casual Dining,3.7,18.0,600.0,0,0,"Italian, Continental",Kalyan Nagar
The Street Kitchen,Quick Bites,3.7,16.0,300.0,1,0,"North Indian, Fast Food, Chinese, Beverages",Malleshwaram
The Studio Bar,Lounge,4.0,775.0,1400.0,0,0,"Italian, American, North Indian",Malleshwaram
The Studio Cafe,Cafe,3.8,20.0,400.0,0,0,"Cafe, Beverages",Basavanagudi
The Sugar Factory - Le Meridien,Club,3.9,628.0,2000.0,0,0,Finger Food,Lavelle Road
The Sugar Fairy,Bakery,4.3,241.0,100.0,0,0,"Bakery, Desserts",Frazer Town
The Sugar Therapy,"Dessert Parlor, Bakery",3.8,25.0,500.0,0,0,"Desserts, Bakery",Brigade Road
The Sweet Spot,Dessert Parlor,4.0,157.0,300.0,0,0,Desserts,Koramangala 4th Block
The Table,Bakery,3.8,42.0,400.0,1,0,"Bakery, Desserts",Old Airport Road
The Taj Hotel,Quick Bites,3.5,12.0,350.0,0,0,"Biryani, Mughlai",Basavanagudi
The Tandoori Chai,Quick Bites,3.9,60.0,400.0,1,0,"North Indian, Fast Food, Street Food, Beverages","Byresandra,Tavarekere,Madiwala"
The Tao Terraces,Casual Dining,3.9,1937.0,2100.0,1,1,"Thai, Japanese, Korean, Burmese, Chinese",Lavelle Road
The Taste Players,Casual Dining,3.7,51.0,500.0,1,0,"North Indian, Chinese, Mughlai, Biryani",Whitefield
The Teal Door Cafe,Cafe,4.2,1852.0,800.0,1,0,"Cafe, Continental",Indiranagar
The Terminus - The Oterra,Lounge,4.0,119.0,2500.0,0,1,"Finger Food, Continental",Electronic City
The Terrace at Gilly's Redefined,"Microbrewery, Casual Dining",4.5,905.0,1400.0,0,1,"Continental, Finger Food, Asian, North Indian",Koramangala 6th Block
The Terrace at Windmills Craftworks,Casual Dining,4.1,450.0,1800.0,0,0,North Indian,Brookefield
The Thali Company,"Takeaway, Delivery",3.3,7.0,600.0,0,0,"North Indian, Lucknowi",HSR
The Three Dragons,Delivery,3.3,5.0,400.0,0,0,Chinese,Electronic City
The Tiffin Express,Quick Bites,2.6,16.0,250.0,0,0,South Indian,Koramangala 4th Block
The Timber Times Cafe,Cafe,3.2,4.0,400.0,0,0,Cafe,Malleshwaram
The Tower Of Pizza,Quick Bites,2.9,16.0,500.0,0,0,"Pizza, Italian","Byresandra,Tavarekere,Madiwala"
The Trundle,Casual Dining,3.7,133.0,700.0,1,0,"Chinese, Thai, Continental, North Indian",Banashankari
The Tucck Box,Quick Bites,3.4,7.0,300.0,0,0,"Chinese, South Indian",JP Nagar
The Twenty Handmade Chocolates,Confectionery,3.8,30.0,300.0,1,0,Desserts,HSR
The Twisted Desi,Casual Dining,2.8,40.0,1000.0,1,1,"Continental, Italian, North Indian, Chinese",Frazer Town
The Underground Gastropub,Pub,3.0,37.0,1000.0,0,0,Finger Food,"Byresandra,Tavarekere,Madiwala"
The Underpass Pub & Grub,"Pub, Casual Dining",4.0,720.0,1500.0,0,1,"Finger Food, Continental, North Indian, Chinese",JP Nagar
The Upper Deck - Raaj Residency,Casual Dining,3.6,35.0,800.0,1,0,"North Indian, Chinese",Basavanagudi
The Urban Roof,Casual Dining,3.6,80.0,800.0,1,0,"Italian, Chinese, Continental",Kammanahalli
The US Burger,Quick Bites,3.0,13.0,150.0,0,0,Fast Food,Electronic City
The Vacationer's Cafe,Cafe,4.1,306.0,600.0,1,0,"Cafe, Continental, Mexican","Byresandra,Tavarekere,Madiwala"
The Vape,Casual Dining,4.0,600.0,800.0,1,0,"Asian, Beverages",Bellandur
The Velu's,Kiosk,3.6,12.0,200.0,0,0,"Fast Food, Chinese",Indiranagar
The Village Hotel,Quick Bites,3.5,14.0,450.0,1,0,Kerala,"Byresandra,Tavarekere,Madiwala"
The Village Restaurant,Quick Bites,3.0,9.0,200.0,0,0,"North Indian, Chinese",Whitefield
The Vintage Cafe,Cafe,3.0,62.0,400.0,1,0,"Cafe, French, North Indian",Banashankari
The Waffcake Legacy,Dessert Parlor,4.0,167.0,350.0,1,0,"Desserts, Street Food, Sandwich, Beverages",Brookefield
The Waffle Press,Dessert Parlor,4.2,122.0,400.0,1,0,"Desserts, Ice Cream",MG Road
The Waffle Street,"Quick Bites, Dessert Parlor",3.9,46.0,300.0,1,0,"Continental, Beverages, Burger, Coffee, Desserts","Byresandra,Tavarekere,Madiwala"
The Waffle Yard,"Dessert Parlor, Quick Bites",4.2,149.0,300.0,0,0,"Desserts, Fast Food",New BEL Road
The Waffles Hut,Dessert Parlor,3.6,17.0,400.0,1,0,Desserts,Malleshwaram
The Waverly Express,Cafe,3.5,12.0,650.0,0,0,Cafe,Whitefield
The Whiskey Bar,Bar,3.7,43.0,2800.0,0,1,"Finger Food, North Indian",Brigade Road
The White Room - Coffee & Kitchen,Cafe,4.0,1701.0,1000.0,0,1,"Cafe, Continental, American, Desserts",Brigade Road
The Whitefield Arms Pub & Microbrewery,"Pub, Microbrewery",4.2,1113.0,1600.0,1,1,"British, Continental, BBQ",Whitefield
The Wicked Cup,Cafe,3.9,56.0,350.0,0,0,"Cafe, Sandwich, Fast Food, Beverages, Desserts",HSR
The Wok Shop,Quick Bites,3.4,7.0,500.0,1,0,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",Brigade Road
The World Cafe,Cafe,3.8,31.0,600.0,0,0,Cafe,Malleshwaram
The Yellow Chilli,Casual Dining,3.8,583.0,1200.0,1,1,"North Indian, Mughlai, Biryani",Jayanagar
The Yellow Submarine,"Microbrewery, Casual Dining",4.4,2075.0,1200.0,0,1,"Continental, North Indian, Chinese, Pizza, Thai",JP Nagar
The Yellow Tuk-Tuk Cafe,Cafe,3.6,16.0,500.0,0,0,"Cafe, Continental, Beverages","Byresandra,Tavarekere,Madiwala"
The Yogisthaan Cafe,Cafe,4.1,60.0,600.0,1,0,"Cafe, Healthy Food, Salad, Beverages","Byresandra,Tavarekere,Madiwala"
The Yummy Box,Quick Bites,3.8,28.0,200.0,1,0,"North Indian, Chinese",Marathahalli
The Yummy Tummy,Quick Bites,3.5,13.0,200.0,0,0,"North Indian, Street Food",Bannerghatta Road
The Zaika Of Banaras,Quick Bites,3.3,26.0,350.0,1,0,"North Indian, Street Food",Marathahalli
Theeram Restaurant,Quick Bites,3.8,46.0,400.0,1,0,"North Indian, Kerala",Sarjapur Road
Thejas Bhavan,Quick Bites,3.5,27.0,400.0,1,0,"North Indian, South Indian, Chinese",Bannerghatta Road
TheRiceBowl.In,Takeaway,3.4,19.0,200.0,1,0,"Biryani, North Indian",Bannerghatta Road
TherPUP - a Dog Cafe,Cafe,4.2,1012.0,700.0,0,0,Cafe,Whitefield
Thindi Mane,Quick Bites,3.4,6.0,300.0,0,0,South Indian,JP Nagar
Thindi Palace,Casual Dining,3.1,61.0,600.0,0,0,"North Indian, South Indian, Chinese",Rajajinagar
Thirsty Tiger,"Bar, Casual Dining",3.5,51.0,1300.0,0,1,"Continental, Finger Food",Bannerghatta Road
Thiruvithamkoor Restaurant,Quick Bites,3.3,294.0,400.0,1,0,"Kerala, Seafood, South Indian, Biryani",Bellandur
This Cafe Has No Name Cafe,Cafe,3.2,79.0,500.0,1,0,"Cafe, Beverages",Electronic City
Thom's Bakery,"Bakery, Quick Bites",4.1,211.0,200.0,0,0,"Bakery, Fast Food",Brigade Road
Thomson's Bakery,Bakery,3.5,7.0,300.0,0,0,Bakery,Frazer Town
Thottathil Restaurant,Quick Bites,3.8,69.0,300.0,0,0,"Kerala, South Indian, Biryani","Byresandra,Tavarekere,Madiwala"
Thran,Casual Dining,4.2,308.0,1300.0,0,1,Korean,Kalyan Nagar
Thran Bakery,Bakery,3.6,8.0,600.0,0,0,"Bakery, Desserts, Beverages",Kalyan Nagar
Three Dots & A Dash,"Bar, Casual Dining",4.3,1196.0,1500.0,0,1,"European, Continental",Bannerghatta Road
Thrilok Restaurant,Quick Bites,3.4,9.0,350.0,0,0,"Mangalorean, Seafood",Banashankari
ThrowBack - Pub & Dine,"Bar, Casual Dining",3.9,234.0,1000.0,0,0,"Italian, North Indian, Continental",Brigade Road
Thrupthi Restaurant,Quick Bites,3.4,15.0,150.0,0,0,Kerala,Bannerghatta Road
Thunder Fried Chicken,Quick Bites,3.6,179.0,350.0,1,0,"North Indian, Biryani, Mughlai, Rolls",Indiranagar
T-hut Cafe,Quick Bites,3.6,21.0,300.0,1,0,"Chinese, Beverages",Kalyan Nagar
Tiamo - Conrad Bengaluru,Fine Dining,4.2,139.0,2500.0,0,1,"Italian, Mediterranean",Indiranagar
Tibbs Frankie,Quick Bites,2.9,17.0,200.0,0,0,"Street Food, Rolls",Whitefield
Tibetan Kitchen,Quick Bites,4.3,245.0,600.0,1,0,"Tibetan, Chinese, Continental, Momos","Byresandra,Tavarekere,Madiwala"
Tibetan Mother's Kitchen,Casual Dining,4.0,957.0,500.0,1,0,"Tibetan, Chinese, Momos","Byresandra,Tavarekere,Madiwala"
Tiffanys,Casual Dining,2.9,31.0,1000.0,0,0,"Continental, Italian, Chinese",Brigade Road
Tiffin Inn's,Quick Bites,3.7,24.0,250.0,1,0,South Indian,Marathahalli
Tiffin Room - Miraya Hotel & Residences,Fine Dining,3.7,138.0,2000.0,0,1,"North Indian, South Indian, Asian",Whitefield
Tiffun,Quick Bites,3.9,83.0,300.0,1,0,North Indian,Indiranagar
Tiger Trail - Ramada Hotel,"Casual Dining, Bar",4.0,188.0,1300.0,1,1,"North Indian, Lucknowi",Brigade Road
Tiger Trail - Royal Orchid Hotel,Fine Dining,4.1,303.0,2000.0,0,1,North Indian,Indiranagar
Tijouri,Fine Dining,4.0,70.0,2800.0,0,1,"North Indian, Mughlai",Brigade Road
Tikka Kebab,Quick Bites,3.7,69.0,250.0,1,0,"Kebab, North Indian, Chinese",Electronic City
Till The Last Bite,Quick Bites,3.4,7.0,300.0,0,0,"North Indian, Chinese",Electronic City
Tilt Gastro Lounge,"Lounge, Casual Dining",4.1,1235.0,1500.0,0,1,"Continental, American, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Tim Cafe,Cafe,3.6,39.0,250.0,1,0,"Cafe, Sandwich, Beverages",Brookefield
Tim Tai,Casual Dining,4.4,3667.0,1400.0,1,1,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese","Byresandra,Tavarekere,Madiwala"
Time Traveller - Sai Vishram,Casual Dining,4.2,882.0,1100.0,1,0,"Continental, North Indian, South Indian, Chinese",Electronic City
Timepass Dinner,Casual Dining,3.8,286.0,600.0,1,0,North Indian,Banashankari
Tintin Da Dhaba,Casual Dining,3.4,7.0,500.0,0,0,North Indian,Marathahalli
Tippler,Pub,4.2,2901.0,1300.0,0,1,"Russian, Continental, North Indian",Indiranagar
Tipsy Bull - The Bar Exchange,"Bar, Casual Dining",4.4,2182.0,1400.0,1,1,"North Indian, Chinese, Continental, Mexican",Bellandur
Tisano Cafe,Cafe,3.8,54.0,500.0,1,0,"Cafe, Fast Food, Chinese, Continental",Bannerghatta Road
Tiwari's,Quick Bites,3.8,69.0,200.0,1,0,"North Indian, Street Food",Jayanagar
Tiwari's Ghee Paratha and Chats,Quick Bites,3.2,6.0,200.0,1,0,"North Indian, Street Food",Bannerghatta Road
TLP Cafe,Cafe,3.9,250.0,400.0,1,0,"Cafe, Italian",Malleshwaram
Toast & Tonic,Casual Dining,4.6,1082.0,1500.0,0,1,"European, Asian",Brigade Road
Toast And Salad,Quick Bites,3.5,25.0,300.0,1,0,Healthy Food,New BEL Road
Toit,Microbrewery,4.7,14956.0,1500.0,0,0,"Italian, American, Pizza",Indiranagar
TOKI Taco House,Quick Bites,3.6,72.0,200.0,1,0,Mexican,"Byresandra,Tavarekere,Madiwala"
Tomago Roast,Quick Bites,3.5,12.0,400.0,1,0,"Fast Food, Beverages","Byresandra,Tavarekere,Madiwala"
Tongue Twisters,Quick Bites,3.5,283.0,350.0,1,0,"Bengali, North Indian, Oriya",Bannerghatta Road
Top Foam Parantha Roll & Juice Centre,Quick Bites,3.4,13.0,300.0,0,0,"North Indian, Chinese, Fast Food, Rolls",Koramangala 7th Block
Toscano,Casual Dining,4.2,1038.0,1500.0,1,1,"Italian, Salad",Whitefield
Toscano - Mojito Bar,Casual Dining,4.3,654.0,1500.0,1,1,"Continental, Italian, Mediterranean, Salad",Whitefield
Tosco,Beverage Shop,3.5,13.0,250.0,0,0,Beverages,Indiranagar
Totaram's Paranthas,Quick Bites,3.5,140.0,300.0,1,0,North Indian,Malleshwaram
Treat,Casual Dining,3.8,60.0,800.0,1,0,"North Indian, Mughlai",Brookefield
Treat Kitchen,Quick Bites,3.8,79.0,400.0,1,0,"North Indian, Chinese, Seafood",Marathahalli
Treatley,Delivery,3.1,425.0,500.0,1,0,"North Indian, Fast Food",Whitefield
Tree Top,Casual Dining,3.8,74.0,1000.0,1,0,"Continental, Chinese, North Indian, South Indian",Basavanagudi
Tree Tops Bar & Kitchen,"Casual Dining, Bar",4.4,108.0,1000.0,0,1,"North Indian, Chinese, Continental, Italian",Brigade Road
Trendz Corner,Quick Bites,3.6,31.0,200.0,0,0,"South Indian, North Indian",Basavanagudi
Trick Or Treat,Cafe,4.2,618.0,500.0,0,0,"Cafe, Burger, Continental, Pizza, Steak",Brigade Road
TRIGEREATO,Cafe,4.3,104.0,700.0,1,1,"Cafe, Continental, Beverages",Koramangala 7th Block
Trinity Club Lounge,Lounge,3.5,20.0,1500.0,0,0,Finger Food,Brookefield
Trippy Paradise,Cafe,2.6,59.0,900.0,1,0,Cafe,Bannerghatta Road
Tripti Hotel & Restaurant,Quick Bites,3.6,18.0,200.0,0,0,"Biryani, South Indian, North Indian",New BEL Road
Tripura Express,"Takeaway, Delivery",2.9,156.0,450.0,1,0,"Pizza, Beverages",Indiranagar
Trisha's Kitchen,"Takeaway, Delivery",3.2,4.0,300.0,1,0,"North Indian, Chinese",Electronic City
Triveni,Casual Dining,3.6,33.0,600.0,1,0,"Andhra, North Indian, Chinese",Bannerghatta Road
Troll,Dessert Parlor,3.8,102.0,300.0,1,0,"Desserts, Ice Cream",Brigade Road
Troll Cafe,Cafe,3.4,7.0,400.0,0,0,Cafe,Malleshwaram
TRP -That Roll Place,"Quick Bites, Food Court",3.6,14.0,200.0,0,0,"Fast Food, Rolls",Bellandur
TRS Family Restaurant,Quick Bites,2.8,40.0,150.0,0,0,"South Indian, Andhra",Electronic City
TRUE BLEU RESTO CAFE,Quick Bites,4.2,70.0,400.0,1,0,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",HSR
Truffles,Cafe,4.5,3568.0,900.0,0,0,"Cafe, American, Burger, Steak",Brigade Road
Truly Punjab,"Takeaway, Delivery",4.0,360.0,500.0,1,0,"North Indian, Biryani","Byresandra,Tavarekere,Madiwala"
Tuba Rolls & Snacks,Quick Bites,3.0,58.0,200.0,1,0,"Chinese, Fast Food, North Indian, Rolls",Electronic City
Tuckinto,Cafe,3.8,30.0,400.0,1,0,Cafe,Malleshwaram
Tuffreys,Dessert Parlor,3.6,25.0,250.0,1,0,"Desserts, Ice Cream",Indiranagar
Tuk-Tuk,Food Court,2.7,36.0,400.0,0,0,North Indian,Whitefield
Tulips,Casual Dining,3.1,19.0,800.0,0,0,"North Indian, South Indian, Chinese, Continental",Bannerghatta Road
Tummy Delight,Quick Bites,3.5,15.0,400.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala"
Tummy Fuel,Cafe,4.1,450.0,400.0,1,0,"Cafe, Beverages, Fast Food",Jayanagar
Tummy Singh,Quick Bites,2.8,40.0,700.0,1,0,"North Indian, Chinese",Brookefield
Tunday Kababi,Casual Dining,3.8,721.0,500.0,1,0,"North Indian, Rolls, Kebab",Indiranagar
Turkish Shawarma,"Takeaway, Delivery",3.6,21.0,200.0,1,0,Rolls,Basavanagudi
Twilight Global Restaurant,Quick Bites,3.5,22.0,600.0,1,0,"North Indian, Chinese",Kalyan Nagar
Twins,"Casual Dining, Bar",3.8,139.0,500.0,0,0,"North Indian, Chinese, Continental",Kalyan Nagar
Twist N Roll,Quick Bites,3.4,13.0,400.0,0,0,Fast Food,New BEL Road
Twiststick House,Quick Bites,4.1,163.0,500.0,1,0,"Continental, Fast Food, Street Food, Momos",Banashankari
Two Friends Cauldron,Casual Dining,4.1,448.0,700.0,1,1,"Continental, Italian, American",Bannerghatta Road
Two States,Quick Bites,3.4,5.0,250.0,0,0,"North Indian, South Indian, Chinese, Street Food","Byresandra,Tavarekere,Madiwala"
U.P. Dhaba,Quick Bites,2.8,511.0,350.0,1,0,"North Indian, Chinese",Brookefield
UBCR,Cafe,3.5,9.0,1000.0,0,0,"Italian, American, Chinese, Arabian, North Indian, Cafe",Marathahalli
UBCR Cafe & Resto,Cafe,3.6,17.0,500.0,0,0,"Cafe, Burger, Continental, Chinese",HSR
UBQ By Barbeque Nation,Delivery,3.1,14.0,450.0,1,0,"North Indian, BBQ, Biryani, Kebab",Kalyan Nagar
Uday Sweets,Sweet Shop,3.5,33.0,250.0,1,0,"Mithai, Fast Food",Koramangala 4th Block
Udupa Fast Food,Quick Bites,3.3,,400.0,0,0,South Indian,Malleshwaram
Udupas Veg Restaurant,Quick Bites,3.2,11.0,300.0,0,0,"South Indian, North Indian",Frazer Town
Udupi Aatithya,Quick Bites,4.0,77.0,300.0,1,0,"South Indian, North Indian, Chinese",Bellandur
Udupi Bhavan,Quick Bites,3.8,170.0,400.0,1,0,"Chinese, North Indian, South Indian",HSR
Udupi Cafe,Quick Bites,3.6,12.0,300.0,1,0,"South Indian, North Indian, Chinese, Street Food",Whitefield
Udupi Delux,Casual Dining,2.6,,400.0,0,0,"South Indian, North Indian, Chinese",Brookefield
Udupi Deluxe,Quick Bites,3.8,35.0,300.0,0,0,"South Indian, North Indian, Chinese",Marathahalli
Udupi Food Junction,Quick Bites,3.5,9.0,250.0,1,0,"South Indian, North Indian",Electronic City
Udupi Garden,Quick Bites,3.0,44.0,300.0,0,0,"North Indian, Chinese, South Indian, Street Food",Malleshwaram
Udupi Gardenia,Quick Bites,3.3,21.0,400.0,1,0,South Indian,Kammanahalli
Udupi Gokul Cafe,Quick Bites,3.8,58.0,300.0,0,0,South Indian,"Byresandra,Tavarekere,Madiwala"
Udupi Grand Veg,Quick Bites,3.0,208.0,450.0,1,0,South Indian,Brookefield
Udupi Nalapaka,Quick Bites,3.7,37.0,400.0,1,0,"South Indian, North Indian, Chinese",Bellandur
Udupi Palace,Quick Bites,3.7,446.0,400.0,0,0,"South Indian, North Indian, Chinese, Street Food",HSR
Udupi Ruchi,Quick Bites,3.8,40.0,300.0,1,0,"South Indian, Chinese, North Indian, Desserts, Continental",Malleshwaram
Udupi Ruchi Grand,Quick Bites,4.2,60.0,200.0,1,0,"South Indian, North Indian, Chinese, Street Food",Banashankari
Udupi Savi Thindi,"Takeaway, Delivery",3.5,15.0,300.0,1,0,"South Indian, North Indian, Chinese",HSR
Udupi South Saviruchi,Quick Bites,3.7,15.0,250.0,1,0,"South Indian, North Indian, Chinese, Street Food",New BEL Road
Udupi Sri Krishna Bhavan,Quick Bites,4.1,238.0,600.0,0,0,South Indian,Banashankari
Udupi Sri Krishna Cafe,Casual Dining,3.9,14.0,600.0,1,0,"North Indian, South Indian",Banashankari
Udupi Tazza Thindi,Quick Bites,3.2,7.0,300.0,0,0,"South Indian, North Indian, Chinese",New BEL Road
Udupi Thaja Thindi,Quick Bites,2.9,42.0,250.0,1,0,"North Indian, South Indian, Chinese, Fast Food",Bannerghatta Road
Udupi Upachar,Quick Bites,3.3,6.0,250.0,0,0,"South Indian, North Indian, Chinese",Rajajinagar
Udupi Upahar,Quick Bites,3.6,16.0,300.0,0,0,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Udupi Upahara,Quick Bites,3.6,47.0,300.0,0,0,"South Indian, North Indian",Koramangala 4th Block
Udupi Vaibhav,Casual Dining,4.1,97.0,400.0,0,0,"Chinese, North Indian, South Indian",Marathahalli
Ugadi,Casual Dining,2.9,177.0,700.0,0,0,"North Indian, Chinese, Biryani, Andhra, Mangalorean",Jayanagar
Ujwal Bar & Restaurant,Casual Dining,3.8,111.0,750.0,1,0,"Seafood, North Indian, Chinese",Malleshwaram
Ujwal Restaurant,"Bar, Casual Dining",3.9,149.0,600.0,1,0,"Seafood, North Indian, Chinese",New BEL Road
Ultra Biriyani Paradise,Quick Bites,3.2,4.0,300.0,0,0,Biryani,Sarjapur Road
Uma Bhai Restaurant,Quick Bites,3.6,26.0,200.0,1,0,Oriya,Brookefield
Uma Ki Rasoi,Quick Bites,3.9,40.0,250.0,1,0,North Indian,Electronic City
Umami & Beyond,"Takeaway, Delivery",3.7,23.0,400.0,1,0,"Continental, Healthy Food, Beverages",Indiranagar
Uma's Home Food,Delivery,3.6,15.0,300.0,0,0,Healthy Food,Marathahalli
Under The Hood,Quick Bites,4.0,76.0,300.0,1,0,"Salad, Healthy Food, Street Food","Byresandra,Tavarekere,Madiwala"
Under The Tree,Dessert Parlor,3.0,64.0,200.0,1,0,"Desserts, Juices, Fast Food",Indiranagar
Unico,Casual Dining,3.7,66.0,550.0,1,0,"North Indian, Biryani, Chinese",Bellandur
Unicorn Bar & Restaurant,"Casual Dining, Bar",3.9,119.0,800.0,0,0,"Seafood, North Indian, Chinese",Brigade Road
UNIK Food,Quick Bites,3.3,4.0,300.0,0,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Unlock - The Restobar,Lounge,3.8,27.0,1200.0,0,0,Japanese,Electronic City
Unlock - The Restobar - Keys Hotel,Lounge,3.7,32.0,2000.0,0,0,Finger Food,Brookefield
Uno Chicago Bar & Grill,"Bar, Casual Dining",4.2,156.0,1800.0,0,1,"American, Italian",Whitefield
Up Bhavan,Sweet Shop,3.4,6.0,150.0,0,0,"Mithai, Street Food",Brigade Road
Up Shawarma,Quick Bites,3.4,13.0,150.0,1,0,Arabian,Bellandur
UP Style North Indian Food,"Takeaway, Delivery",3.6,46.0,100.0,1,0,North Indian,Basavanagudi
Upahar Banashree,Quick Bites,3.4,18.0,400.0,1,0,"South Indian, North Indian",Bannerghatta Road
Upahar Sagar,Quick Bites,3.8,39.0,350.0,0,0,"South Indian, Chinese, North Indian",Banashankari
Upahara Bhavan,Quick Bites,3.8,55.0,300.0,1,0,"South Indian, North Indian, Chinese",Bannerghatta Road
Upahara Darshini,Casual Dining,3.9,40.0,600.0,1,0,"North Indian, Chinese, South Indian, Fast Food",Banashankari
Upahara Mandira,Quick Bites,3.9,24.0,300.0,1,0,"South Indian, North Indian, Chinese",Frazer Town
Upahara Sagar,Quick Bites,2.9,25.0,300.0,0,0,"South Indian, North Indian, Chinese",Koramangala 5th Block
Uphar Dharshni,Quick Bites,3.6,15.0,150.0,0,0,"South Indian, North Indian",Basavanagudi
Uphara Kendra,Quick Bites,3.6,34.0,100.0,0,0,South Indian,Basavanagudi
Uppercut - Sheraton Grand Bengaluru Whitefield Hotel...,Casual Dining,4.3,400.0,2000.0,0,1,BBQ,Whitefield
Upsouth,Food Court,3.8,51.0,300.0,1,0,South Indian,Frazer Town
Uptown Sliders & Shakes,Quick Bites,3.9,112.0,600.0,1,0,"Burger, Fast Food, Beverages",Bellandur
